station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
SPJC,2020-07-28 07:00,59.00,55.40,87.83,190.00,6.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 280700Z 19006KT 9999 OVC010 15/13 Q1015 RMK PP000
SPJC,2020-07-28 08:00,59.00,55.40,87.83,200.00,4.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 280800Z 20004KT 9999 OVC010 15/13 Q1014 RMK PP000
SPJC,2020-07-28 09:00,59.00,55.40,87.83,200.00,5.00,0.00,29.94,M,4.35,M,FEW,OVC,M,M,800.00,1000.00,M,M,M,M,M,M,M,M,M,M,SPJC 280900Z 20005KT 7000 FEW008 OVC010 15/13 Q1014 RMK PP000
SPJC,2020-07-28 10:00,57.20,53.60,87.74,190.00,5.00,0.00,29.94,M,4.35,M,FEW,OVC,M,M,800.00,1000.00,M,M,M,M,M,M,M,M,M,M,SPJC 281000Z 19005KT 7000 FEW008 OVC010 14/12 Q1014 RMK PP000
SPJC,2020-07-28 11:00,57.20,53.60,87.74,190.00,5.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281100Z 19005KT 9999 OVC011 14/12 Q1015 RMK PP000
SPJC,2020-07-28 12:00,57.20,53.60,87.74,200.00,5.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281200Z 20005KT 9999 OVC011 14/12 Q1015 RMK TN14.1 PP000
SPJC,2020-07-28 13:00,59.00,53.60,82.25,200.00,5.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281300Z 20005KT 9999 OVC012 15/12 Q1015 RMK PP000
SPJC,2020-07-28 14:00,59.00,53.60,82.25,200.00,4.00,0.00,30.00,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281400Z 20004KT 9999 OVC013 15/12 Q1016 RMK PP000
SPJC,2020-07-28 15:00,59.00,51.80,76.98,270.00,4.00,0.00,30.00,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281500Z 27004KT 220V290 9999 OVC014 15/11 Q1016 RMK PP000
SPJC,2020-07-28 16:00,60.80,53.60,77.14,270.00,5.00,0.00,30.00,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281600Z 27005KT 240V320 9999 OVC017 16/12 Q1016 RMK PP000
SPJC,2020-07-28 17:00,60.80,53.60,77.14,280.00,5.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281700Z 28005KT 240V310 9999 OVC017 16/12 Q1015 RMK PP000
SPJC,2020-07-28 18:00,60.80,51.80,72.20,260.00,6.00,0.00,29.97,M,6.21,M,FEW,OVC,M,M,1500.00,1800.00,M,M,M,M,M,M,M,M,M,M,SPJC 281800Z 26006KT 230V310 9999 FEW015 OVC018 16/11 Q1015 RMK PP000
SPJC,2020-07-28 19:00,62.60,53.60,72.38,250.00,7.00,0.00,29.94,M,6.21,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 281900Z 25007KT 190V300 9999 OVC020 17/12 Q1014 RMK PP000
SPJC,2020-07-28 20:00,62.60,53.60,72.38,250.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 282000Z 25006KT 210V290 9999 OVC020 17/12 Q1013 RMK PP000
SPJC,2020-07-28 21:00,60.80,53.60,77.14,210.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 282100Z 21007KT 170V250 9999 OVC017 16/12 Q1013 RMK PP000
SPJC,2020-07-28 22:00,60.80,53.60,77.14,180.00,6.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 282200Z 18006KT 9999 OVC015 16/12 Q1014 RMK TX17.1 PP000
SPJC,2020-07-28 23:00,60.80,53.60,77.14,190.00,6.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 282300Z 19006KT 9999 OVC015 16/12 Q1014 RMK PP000
SPJC,2020-07-29 00:00,59.00,53.60,82.25,180.00,6.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290000Z 18006KT 9999 OVC015 15/12 Q1014 RMK PP000
SPJC,2020-07-29 01:00,60.80,53.60,77.14,170.00,7.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290100Z 17007KT 9999 OVC013 16/12 Q1015 RMK PP000
SPJC,2020-07-29 02:00,59.00,53.60,82.25,170.00,7.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290200Z 17007KT 9999 OVC010 15/12 Q1015 RMK PP000
SPJC,2020-07-29 03:00,59.00,53.60,82.25,160.00,7.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290300Z 16007KT 9999 OVC010 15/12 Q1015 RMK PP000
SPJC,2020-07-29 04:00,59.00,53.60,82.25,170.00,6.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290400Z 17006KT 9999 OVC010 15/12 Q1015 RMK PP000
SPJC,2020-07-29 05:00,59.00,53.60,82.25,160.00,6.00,0.00,29.97,M,4.97,M,OVC,M,M,M,1000.00,M,M,M,-DZ,M,M,M,M,M,M,M,SPJC 290500Z 16006KT 8000 -DZ OVC010 15/12 Q1015 RMK PPTRZ
SPJC,2020-07-29 06:00,59.00,53.60,82.25,170.00,6.00,0.00,29.97,M,4.35,M,OVC,M,M,M,900.00,M,M,M,-DZ,M,M,M,M,M,M,M,SPJC 290600Z 17006KT 7000 -DZ OVC009 15/12 Q1015 RMK PPTRZ
SPJC,2020-07-29 07:00,59.00,53.60,82.25,180.00,6.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290700Z 18006KT 9999 OVC011 15/12 Q1014 RMK PP000
SPJC,2020-07-29 08:00,59.00,53.60,82.25,180.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290800Z 18007KT 9999 OVC012 15/12 Q1013 RMK PP000
SPJC,2020-07-29 09:00,59.00,53.60,82.25,200.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 290900Z 20006KT 9999 OVC012 15/12 Q1013 RMK PP000
SPJC,2020-07-29 10:00,57.20,53.60,87.74,210.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291000Z 21006KT 9999 OVC012 14/12 Q1013 RMK PP000
SPJC,2020-07-29 11:00,57.20,53.60,87.74,210.00,4.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291100Z 21004KT 9999 OVC012 14/12 Q1014 RMK PP000
SPJC,2020-07-29 12:00,57.20,51.80,82.12,240.00,4.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291200Z 24004KT 180V260 9999 OVC012 14/11 Q1014 RMK TN14.3 PP000
SPJC,2020-07-29 13:00,59.00,53.60,82.25,230.00,5.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291300Z 23005KT 190V270 9999 OVC013 15/12 Q1015 RMK PP000
SPJC,2020-07-29 14:00,59.00,53.60,82.25,240.00,5.00,0.00,29.97,M,4.97,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291400Z 24005KT 180V270 8000 OVC013 15/12 Q1015 RMK PP000
SPJC,2020-07-29 15:00,59.00,53.60,82.25,250.00,4.00,0.00,29.97,M,4.97,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291500Z 25004KT 190V320 8000 OVC013 15/12 Q1015 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-29 16:00,59.00,51.80,76.98,270.00,4.00,0.00,29.97,M,4.35,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291600Z 27004KT 240V320 7000 OVC013 15/11 Q1015 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-29 17:00,60.80,51.80,72.20,280.00,5.00,0.00,29.97,M,4.97,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291700Z 28005KT 250V330 8000 OVC015 16/11 Q1015 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-29 18:00,62.60,51.80,67.75,260.00,6.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291800Z 26006KT 200V310 9999 OVC015 17/11 Q1014 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-29 19:00,62.60,51.80,67.75,220.00,5.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 291900Z 22005KT 180V270 9999 OVC016 17/11 Q1013 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-29 20:00,62.60,51.80,67.75,220.00,5.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 292000Z 22005KT 180V260 9999 OVC017 17/11 Q1013 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-29 21:00,60.80,51.80,72.20,200.00,8.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 292100Z 20008KT 9999 OVC016 16/11 Q1012 RMK PP000
SPJC,2020-07-29 22:00,60.80,51.80,72.20,180.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 292200Z 18007KT 9999 OVC015 16/11 Q1013 RMK TX17.2 PP000
SPJC,2020-07-29 23:00,60.80,53.60,77.14,180.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 292300Z 18008KT 9999 OVC015 16/12 Q1013 RMK PP000
SPJC,2020-07-30 00:00,60.80,53.60,77.14,180.00,7.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300000Z 18007KT 9999 OVC015 16/12 Q1014 RMK PP000
SPJC,2020-07-30 01:00,60.80,53.60,77.14,160.00,7.00,0.00,29.94,M,5.59,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300100Z 16007KT 9000 OVC012 16/12 Q1014 RMK PP000
SPJC,2020-07-30 02:00,60.80,53.60,77.14,160.00,6.00,0.00,29.97,M,5.59,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300200Z 16006KT 9000 OVC012 16/12 Q1015 RMK PP000
SPJC,2020-07-30 03:00,60.80,53.60,77.14,180.00,6.00,0.00,29.97,M,5.59,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300300Z 18006KT 9000 OVC012 16/12 Q1015 RMK PP000
SPJC,2020-07-30 04:00,59.00,53.60,82.25,190.00,6.00,0.00,29.94,M,5.59,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300400Z 19006KT 9000 OVC013 15/12 Q1014 RMK PP000
SPJC,2020-07-30 05:00,59.00,53.60,82.25,180.00,6.00,0.00,29.94,M,4.97,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300500Z 18006KT 8000 OVC013 15/12 Q1014 RMK PP000
SPJC,2020-07-30 06:00,59.00,53.60,82.25,180.00,7.00,0.00,29.97,M,5.59,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300600Z 18007KT 9000 OVC013 15/12 Q1015 RMK PP000
SPJC,2020-07-30 07:00,59.00,53.60,82.25,150.00,5.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300700Z 15005KT 9999 OVC012 15/12 Q1015 RMK PP000
SPJC,2020-07-30 08:00,59.00,53.60,82.25,180.00,9.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300800Z 18009KT 9999 OVC010 15/12 Q1014 RMK PP000
SPJC,2020-07-30 09:00,57.20,53.60,87.74,180.00,8.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 300900Z 18008KT 9999 OVC010 14/12 Q1014 RMK PP000
SPJC,2020-07-30 10:00,59.00,53.60,82.25,160.00,5.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 301000Z 16005KT 9999 OVC010 15/12 Q1014 RMK PP000
SPJC,2020-07-30 11:00,59.00,53.60,82.25,160.00,6.00,0.00,29.94,M,6.21,M,SCT,OVC,M,M,1000.00,1500.00,M,M,M,M,M,M,M,M,M,M,SPJC 301100Z 16006KT 9999 SCT010 OVC015 15/12 Q1014 RMK PP000
SPJC,2020-07-30 12:00,59.00,53.60,82.25,180.00,8.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 301200Z 18008KT 9999 OVC015 15/12 Q1014 RMK TN14.3 PP000
SPJC,2020-07-30 13:00,59.00,53.60,82.25,180.00,5.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 301300Z 18005KT 9999 OVC015 15/12 Q1014 RMK PP000
SPJC,2020-07-30 14:00,60.80,53.60,77.14,180.00,5.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 301400Z 18005KT 160V220 9999 OVC015 16/12 Q1015 RMK PP000
SPJC,2020-07-30 15:00,60.80,53.60,77.14,200.00,6.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 301500Z 20006KT 140V230 9999 OVC015 16/12 Q1015 RMK PP000
SPJC,2020-07-30 16:00,60.80,53.60,77.14,200.00,7.00,0.00,29.94,M,6.21,M,BKN,OVC,M,M,1500.00,1700.00,M,M,M,M,M,M,M,M,M,M,SPJC 301600Z 20007KT 170V250 9999 BKN015 OVC017 16/12 Q1014 RMK PP000
SPJC,2020-07-30 17:00,62.60,53.60,72.38,190.00,7.00,0.00,29.94,M,6.21,M,BKN,OVC,M,M,1500.00,1700.00,M,M,M,M,M,M,M,M,M,M,SPJC 301700Z 19007KT 150V220 9999 BKN015 OVC017 17/12 Q1014 RMK PP000
SPJC,2020-07-30 18:00,62.60,53.60,72.38,190.00,10.00,0.00,29.91,M,6.21,M,SCT,OVC,M,M,1500.00,1700.00,M,M,M,M,M,M,M,M,M,M,SPJC 301800Z 19010KT 9999 SCT015 OVC017 17/12 Q1013 RMK PP000
SPJC,2020-07-30 19:00,62.60,53.60,72.38,180.00,9.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 301900Z 18009KT 140V220 9999 OVC017 17/12 Q1012 RMK PP000
SPJC,2020-07-30 20:00,62.60,53.60,72.38,180.00,8.00,0.00,29.85,M,6.21,M,BKN,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 302000Z 18008KT 150V230 9999 BKN017 17/12 Q1011 RMK PP000
SPJC,2020-07-30 21:00,62.60,53.60,72.38,180.00,7.00,0.00,29.83,M,6.21,M,SCT,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 302100Z 18007KT 150V220 9999 SCT017 17/12 Q1010 RMK PP000
SPJC,2020-07-30 22:00,62.60,53.60,72.38,190.00,7.00,0.00,29.83,M,6.21,M,SCT,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 302200Z 19007KT 140V220 9999 SCT017 17/12 Q1010 RMK TX17.8 PP000
SPJC,2020-07-30 23:00,60.80,53.60,77.14,190.00,7.00,0.00,29.85,M,6.21,M,FEW,SCT,M,M,1200.00,1700.00,M,M,M,M,M,M,M,M,M,M,SPJC 302300Z 19007KT 9999 FEW012 SCT017 16/12 Q1011 RMK PP000
SPJC,2020-07-31 00:00,59.00,53.60,82.25,170.00,9.00,0.00,29.85,M,6.21,M,SCT,OVC,M,M,1100.00,1600.00,M,M,M,M,M,M,M,M,M,M,SPJC 310000Z 17009KT 9999 SCT011 OVC016 15/12 Q1011 RMK PP000
SPJC,2020-07-31 01:00,59.00,53.60,82.25,170.00,9.00,0.00,29.88,M,6.21,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310100Z 17009KT 9999 BKN011 15/12 Q1012 RMK PP000
SPJC,2020-07-31 02:00,59.00,53.60,82.25,170.00,9.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310200Z 17009KT 9999 OVC011 15/12 Q1013 RMK PP000
SPJC,2020-07-31 03:00,59.00,53.60,82.25,160.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310300Z 16008KT 9999 OVC011 15/12 Q1013 RMK PP000
SPJC,2020-07-31 04:00,59.00,53.60,82.25,180.00,9.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310400Z 18009KT 9999 OVC011 15/12 Q1013 RMK PP000
SPJC,2020-07-31 05:00,59.00,53.60,82.25,170.00,10.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310500Z 17010KT 9999 OVC010 15/12 Q1013 RMK PP000
SPJC,2020-07-31 06:00,59.00,53.60,82.25,170.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310600Z 17006KT 9999 OVC010 15/12 Q1013 RMK PP000
SPJC,2020-07-31 07:00,59.00,53.60,82.25,170.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310700Z 17007KT 9999 OVC012 15/12 Q1013 RMK PP000
SPJC,2020-07-31 08:00,59.00,53.60,82.25,170.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310800Z 17006KT 9999 OVC013 15/12 Q1013 RMK PP000
SPJC,2020-07-31 09:00,59.00,53.60,82.25,190.00,5.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 310900Z 19005KT 9999 OVC013 15/12 Q1013 RMK PP000
SPJC,2020-07-31 10:00,59.00,53.60,82.25,210.00,3.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311000Z 21003KT 9999 OVC014 15/12 Q1013 RMK PP000
SPJC,2020-07-31 11:00,59.00,53.60,82.25,220.00,4.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311100Z 22004KT 9999 OVC014 15/12 Q1013 RMK PP000
SPJC,2020-07-31 12:00,59.00,53.60,82.25,230.00,3.00,0.00,29.91,M,4.35,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311200Z 23003KT 7000 OVC014 15/12 Q1013 RMK TN14.6 PP000
SPJC,2020-07-31 13:00,59.00,53.60,82.25,250.00,5.00,0.00,29.91,M,3.73,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311300Z 25005KT 6000 OVC013 15/12 Q1013 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 14:00,60.80,53.60,77.14,260.00,6.00,0.00,29.94,M,3.73,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311400Z 26006KT 6000 OVC013 16/12 Q1014 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 15:00,60.80,53.60,77.14,260.00,8.00,0.00,29.94,M,4.35,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311500Z 26008KT 7000 OVC014 16/12 Q1014 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 16:00,60.80,53.60,77.14,270.00,8.00,0.00,29.94,M,4.97,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311600Z 27008KT 240V300 8000 OVC014 16/12 Q1014 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 17:00,62.60,53.60,72.38,270.00,8.00,0.00,29.91,M,5.59,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311700Z 27008KT 240V310 9000 OVC013 17/12 Q1013 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 18:00,62.60,53.60,72.38,280.00,7.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311800Z 28007KT 250V320 9999 OVC014 17/12 Q1013 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 19:00,62.60,53.60,72.38,260.00,8.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 311900Z 26008KT 240V300 9999 OVC014 17/12 Q1012 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 20:00,62.60,53.60,72.38,280.00,7.00,0.00,29.88,M,4.35,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 312000Z 28007KT 230V320 7000 OVC015 17/12 Q1012 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 21:00,62.60,53.60,72.38,270.00,7.00,0.00,29.88,M,5.59,M,OVC,M,M,M,1700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 312100Z 27007KT 230V310 9000 OVC017 17/12 Q1012 RMK BIRD HAZARD RWY 15 PP000
SPJC,2020-07-31 22:00,60.80,53.60,77.14,270.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 312200Z 27006KT 240V310 9999 OVC015 16/12 Q1013 RMK PP000
SPJC,2020-07-31 23:00,60.80,53.60,77.14,270.00,6.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 312300Z 27006KT 9999 OVC015 16/12 Q1013 RMK TX17.8 PP000
SPJC,2020-08-01 00:00,60.80,53.60,77.14,190.00,5.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010000Z 19005KT 9999 OVC015 16/12 Q1014 RMK PP000
SPJC,2020-08-01 01:00,60.80,53.60,77.14,190.00,5.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010100Z 19005KT 160V220 9999 OVC015 16/12 Q1014 NOSIG RMK PP000
SPJC,2020-08-01 02:00,60.80,53.60,77.14,190.00,4.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010200Z 19004KT 9999 OVC015 16/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 03:00,60.80,53.60,77.14,180.00,4.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010300Z 18004KT 9999 OVC015 16/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 04:00,60.80,53.60,77.14,210.00,4.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010400Z 21004KT 180V240 9999 OVC015 16/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 05:00,59.00,53.60,82.25,220.00,6.00,0.00,29.97,M,6.21,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010500Z 22006KT 9999 OVC015 15/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 06:00,59.00,53.60,82.25,210.00,6.00,0.00,29.97,M,4.97,M,OVC,M,M,M,1500.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010600Z 21006KT 8000 OVC015 15/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 07:00,59.00,53.60,82.25,190.00,5.00,0.00,29.97,M,5.59,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010700Z 19005KT 9000 OVC014 15/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 08:00,59.00,53.60,82.25,180.00,6.00,0.00,29.97,M,5.59,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010800Z 18006KT 9000 OVC014 15/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 09:00,59.00,53.60,82.25,180.00,7.00,0.00,29.97,M,5.59,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010900Z 18007KT 9000 OVC014 15/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 10:00,59.00,53.60,82.25,180.00,7.00,0.00,29.97,M,5.59,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011000Z 18007KT 9000 OVC013 15/12 Q1015 NOSIG RMK PP000
SPJC,2020-08-01 11:00,59.00,53.60,82.25,160.00,8.00,0.00,30.00,M,5.59,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011100Z 16008KT 9000 OVC012 15/12 Q1016 NOSIG RMK PP000
SPJC,2020-08-01 12:00,59.00,53.60,82.25,170.00,8.00,0.00,30.00,M,4.35,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011200Z 17008KT 7000 OVC012 15/12 Q1016 NOSIG RMK TN14.8 PP000
SPJC,2020-08-01 13:00,59.00,53.60,82.25,170.00,8.00,0.00,30.03,M,6.21,M,OVC,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011300Z 17008KT 9999 OVC013 15/12 Q1017 NOSIG RMK PP000
