station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
SPJC,2020-01-01 00:00,71.60,66.20,83.09,160.00,12.00,0.00,29.88,M,6.21,M,FEW,SCT,M,M,900.00,17000.00,M,M,M,M,M,M,M,M,M,M,SPJC 010000Z 16012KT 9999 FEW009 SCT170 22/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 01:00,69.80,66.20,88.34,160.00,10.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010100Z 16010KT 9999 FEW010 21/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-01 02:00,69.80,66.20,88.34,170.00,8.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 010200Z 17008KT CAVOK 21/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-01 03:00,69.80,66.20,88.34,170.00,8.00,0.00,29.94,M,6.21,M,FEW,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010300Z 17008KT 9999 FEW009 21/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-01 04:00,69.80,66.20,88.34,170.00,8.00,0.00,29.94,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010400Z 17008KT 9999 FEW010 21/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-01 05:00,69.80,66.20,88.34,160.00,8.00,0.00,29.91,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010500Z 16008KT 9999 FEW010 21/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-01 06:00,69.80,66.20,88.34,160.00,8.00,0.00,29.88,M,6.21,M,FEW,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 010600Z 16008KT 9999 FEW010 21/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 07:00,69.80,68.00,94.01,170.00,9.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,900.00,10000.00,M,M,M,M,M,M,M,M,M,M,SPJC 010700Z 17009KT 9999 FEW009 BKN100 21/20 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 08:00,69.80,66.20,88.34,170.00,8.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,900.00,1500.00,M,M,M,M,M,M,M,M,M,M,SPJC 010800Z 17008KT 9999 FEW009 BKN015 21/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 09:00,69.80,66.20,88.34,160.00,9.00,0.00,29.88,M,6.21,M,SCT,OVC,M,M,1100.00,1500.00,M,M,M,M,M,M,M,M,M,M,SPJC 010900Z 16009KT 9999 SCT011 OVC015 21/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 10:00,69.80,66.20,88.34,170.00,10.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011000Z 17010KT 9999 OVC011 21/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 11:00,69.80,68.00,94.01,160.00,9.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1400.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011100Z 16009KT 9999 OVC014 21/20 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 12:00,69.80,66.20,88.34,170.00,8.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011200Z 17008KT 9999 OVC010 21/19 Q1013 NOSIG RMK TN20.7 PP000
SPJC,2020-01-01 13:00,71.60,68.00,88.43,160.00,9.00,0.00,29.91,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011300Z 16009KT 9999 OVC012 22/20 Q1013 NOSIG RMK PP000
SPJC,2020-01-01 14:00,71.60,66.20,83.09,180.00,10.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011400Z 18010KT 9999 OVC012 22/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-01 15:00,73.40,66.20,78.19,160.00,10.00,0.00,29.94,M,6.21,M,OVC,M,M,M,1200.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011500Z 16010KT 9999 OVC012 23/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-01 16:00,75.20,66.20,73.61,170.00,10.00,0.00,29.91,M,6.21,M,BKN,M,M,M,1600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 011600Z 17010KT 140V200 9999 BKN016 24/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-01 17:00,77.00,66.20,69.33,180.00,10.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,1900.00,17000.00,M,M,M,M,M,M,M,M,M,M,SPJC 011700Z 18010KT 9999 FEW019 SCT170 25/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-01 18:00,77.00,66.20,69.33,180.00,10.00,0.00,29.88,M,6.21,M,SCT,SCT,M,M,6000.00,13000.00,M,M,M,M,M,M,M,M,M,M,SPJC 011800Z 18010KT 9999 SCT060 SCT130 25/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-01 19:00,77.00,66.20,69.33,170.00,13.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 011900Z 17013KT CAVOK 25/19 Q1011 NOSIG RMK PP000
SPJC,2020-01-01 20:00,77.00,66.20,69.33,180.00,14.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 012000Z 18014KT CAVOK 25/19 Q1011 NOSIG RMK PP000
SPJC,2020-01-01 21:00,77.00,66.20,69.33,160.00,14.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 012100Z 16014KT CAVOK 25/19 Q1011 NOSIG RMK PP000
SPJC,2020-01-01 22:00,75.20,66.20,73.61,170.00,15.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 012200Z 17015KT CAVOK 24/19 Q1011 NOSIG RMK PP000
SPJC,2020-01-01 23:00,75.20,66.20,73.61,160.00,14.00,0.00,29.85,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 012300Z 16014KT CAVOK 24/19 Q1011 NOSIG RMK PP000
SPJC,2020-01-02 00:00,71.60,68.00,88.43,160.00,13.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 020000Z 16013KT CAVOK 22/20 Q1012 NOSIG RMK PP000
SPJC,2020-01-02 01:00,71.60,68.00,88.43,160.00,12.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,900.00,7000.00,M,M,M,M,M,M,M,M,M,M,SPJC 020100Z 16012KT 9999 FEW009 SCT070 22/20 Q1013 NOSIG RMK PP000
SPJC,2020-01-02 02:00,71.60,68.00,88.43,160.00,10.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,1000.00,12000.00,M,M,M,M,M,M,M,M,M,M,SPJC 020200Z 16010KT 9999 FEW010 SCT120 22/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-02 03:00,71.60,68.00,88.43,170.00,8.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,1000.00,13000.00,M,M,M,M,M,M,M,M,M,M,SPJC 020300Z 17008KT 9999 FEW010 SCT130 22/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-02 04:00,69.80,68.00,94.01,160.00,9.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,1000.00,11000.00,M,M,M,M,M,M,M,M,M,M,SPJC 020400Z 16009KT 9999 FEW010 SCT110 21/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-02 05:00,69.80,68.00,94.01,150.00,11.00,0.00,29.91,M,6.21,M,BKN,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 020500Z 15011KT 9999 BKN009 21/20 Q1013 NOSIG RMK PP000
SPJC,2020-01-02 06:00,69.80,68.00,94.01,150.00,11.00,0.00,29.91,M,6.21,M,OVC,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 020600Z 15011KT 9999 OVC008 21/20 Q1013 NOSIG RMK PP000
SPJC,2020-01-02 07:00,69.80,68.00,94.01,160.00,8.00,0.00,29.88,M,6.21,M,OVC,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 020700Z 16008KT 9999 OVC010 21/20 Q1012 NOSIG RMK PP000
SPJC,2020-01-02 08:00,69.80,66.20,88.34,160.00,7.00,0.00,29.88,M,6.21,M,SCT,SCT,M,M,900.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 020800Z 16007KT 9999 SCT009 SCT230 21/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-02 09:00,69.80,66.20,88.34,180.00,7.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,900.00,10000.00,M,M,M,M,M,M,M,M,M,M,SPJC 020900Z 18007KT 9999 FEW009 BKN100 21/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-02 10:00,69.80,66.20,88.34,190.00,7.00,0.00,29.88,M,6.21,M,SCT,BKN,M,M,700.00,10000.00,M,M,M,M,M,M,M,M,M,M,SPJC 021000Z 19007KT 9999 SCT007 BKN100 21/19 Q1012 NOSIG
SPJC,2020-01-02 11:00,69.80,66.20,88.34,180.00,7.00,0.00,29.91,M,3.73,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 021100Z 18007KT 6000 OVC007 21/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-02 12:00,69.80,66.20,88.34,170.00,8.00,0.00,29.94,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 021200Z 17008KT 9999 OVC007 21/19 Q1014 NOSIG RMK TN20.5 PP000
SPJC,2020-01-02 13:00,71.60,66.20,83.09,170.00,6.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 021300Z 17006KT 140V210 9999 BKN010 22/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-02 14:00,71.60,66.20,83.09,180.00,6.00,0.00,29.97,M,6.21,M,BKN,M,M,M,1300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 021400Z 18006KT 9999 BKN013 22/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-02 15:00,73.40,66.20,78.19,180.00,9.00,0.00,29.97,M,6.21,M,SCT,BKN,M,M,900.00,1700.00,M,M,M,M,M,M,M,M,M,M,SPJC 021500Z 18009KT 9999 SCT009 BKN017 23/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-02 16:00,75.20,66.20,73.61,170.00,8.00,0.00,29.97,M,6.21,M,OVC,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 021600Z 17008KT 140V210 9999 OVC020 24/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-02 17:00,77.00,66.20,69.33,200.00,7.00,0.00,29.97,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 021700Z 20007KT 160V230 9999 BKN020 25/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-02 18:00,78.80,66.20,65.33,180.00,8.00,0.00,29.94,M,6.21,M,BKN,M,M,M,2300.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 021800Z 18008KT 130V220 9999 BKN023 26/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-02 19:00,80.60,66.20,61.58,190.00,10.00,0.00,29.91,M,6.21,M,FEW,SCT,M,M,6000.00,17000.00,M,M,M,M,M,M,M,M,M,82.75,SPJC 021900Z 19010KT 150V220 9999 FEW060 SCT170 27/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-02 20:00,78.80,66.20,65.33,170.00,13.00,0.00,29.88,M,6.21,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 022000Z 17013KT 9999 BKN050 26/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-02 21:00,78.80,66.20,65.33,160.00,13.00,0.00,29.88,M,6.21,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 022100Z 16013KT 9999 BKN050 26/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-02 22:00,75.20,66.20,73.61,170.00,13.00,0.00,29.88,M,6.21,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 022200Z 17013KT 9999 BKN050 24/19 Q1012 NOSIG RMK TX27.2 PP000
SPJC,2020-01-02 23:00,73.40,66.20,78.19,170.00,11.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,5000.00,17000.00,M,M,M,M,M,M,M,M,M,M,SPJC 022300Z 17011KT 9999 FEW050 BKN170 23/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-03 00:00,73.40,66.20,78.19,160.00,10.00,0.00,29.88,M,6.21,M,FEW,BKN,M,M,6000.00,17000.00,M,M,M,M,M,M,M,M,M,M,SPJC 030000Z 16010KT 9999 FEW060 BKN170 23/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-03 01:00,73.40,66.20,78.19,170.00,7.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030100Z 17007KT CAVOK 23/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-03 02:00,73.40,66.20,78.19,170.00,6.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030200Z 17006KT CAVOK 23/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-03 03:00,71.60,66.20,83.09,160.00,9.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030300Z 16009KT CAVOK 22/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-03 04:00,71.60,66.20,83.09,160.00,11.00,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030400Z 16011KT CAVOK 22/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-03 05:00,71.60,66.20,83.09,160.00,11.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030500Z 16011KT CAVOK 22/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-03 06:00,71.60,64.40,78.04,150.00,12.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030600Z 15012KT CAVOK 22/18 Q1013 NOSIG RMK PP000
SPJC,2020-01-03 07:00,69.80,64.40,82.98,160.00,10.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030700Z 16010KT CAVOK 21/18 Q1013 NOSIG RMK PP000
SPJC,2020-01-03 08:00,69.80,64.40,82.98,160.00,10.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 030800Z 16010KT CAVOK 21/18 Q1013 NOSIG RMK PP000
SPJC,2020-01-03 09:00,69.80,66.20,88.34,150.00,10.00,0.00,29.91,M,6.21,M,BKN,M,M,M,13000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 030900Z 15010KT 9999 BKN130 21/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-03 10:00,69.80,66.20,88.34,160.00,9.00,0.00,29.91,M,6.21,M,BKN,M,M,M,13000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 031000Z 16009KT 9999 BKN130 21/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-03 11:00,69.80,66.20,88.34,160.00,8.00,0.00,29.94,M,6.21,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 031100Z 16008KT 9999 OVC050 21/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-03 12:00,69.80,66.20,88.34,160.00,11.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,5000.00,17000.00,M,M,M,M,M,M,M,M,M,M,SPJC 031200Z 16011KT 9999 SCT050 BKN170 21/19 Q1014 NOSIG RMK TN20.8 PP000
SPJC,2020-01-03 13:00,71.60,66.20,83.09,160.00,14.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,5000.00,17000.00,M,M,M,M,M,M,M,M,M,M,SPJC 031300Z 16014KT 9999 FEW050 BKN170 22/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-03 14:00,73.40,66.20,78.19,170.00,14.00,0.00,30.00,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 031400Z 17014KT 9999 BKN040 23/19 Q1016 NOSIG RMK PP000
SPJC,2020-01-03 15:00,73.40,66.20,78.19,160.00,15.00,0.00,30.00,M,6.21,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 031500Z 16015KT 9999 BKN040 23/19 Q1016 NOSIG RMK PP000
SPJC,2020-01-03 16:00,75.20,64.40,69.14,170.00,14.00,0.00,29.97,M,6.21,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 031600Z 17014KT 9999 BKN050 24/18 Q1015 NOSIG RMK PP000
SPJC,2020-01-03 17:00,77.00,64.40,65.12,170.00,14.00,0.00,29.97,M,6.21,M,BKN,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 031700Z 17014KT 9999 BKN050 25/18 Q1015 NOSIG RMK PP000
SPJC,2020-01-03 18:00,78.80,64.40,61.36,160.00,14.00,0.00,29.94,M,6.21,M,SCT,SCT,M,M,5000.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 031800Z 16014KT 9999 SCT050 SCT230 26/18 Q1014 NOSIG RMK PP000
SPJC,2020-01-03 19:00,77.00,64.40,65.12,170.00,14.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 031900Z 17014KT 140V200 CAVOK 25/18 Q1014 NOSIG RMK PP000
SPJC,2020-01-03 20:00,77.00,64.40,65.12,160.00,16.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 032000Z 16016KT CAVOK 25/18 Q1013 NOSIG RMK PP000
SPJC,2020-01-03 21:00,77.00,66.20,69.33,160.00,17.00,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 032100Z 16017KT CAVOK 25/19 Q1012 NOSIG RMK PP000
SPJC,2020-01-03 22:00,75.20,66.20,73.61,170.00,17.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 032200Z 17017KT CAVOK 24/19 Q1013 NOSIG RMK TX26.1 PP000
SPJC,2020-01-03 23:00,73.40,66.20,78.19,160.00,15.00,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 032300Z 16015KT CAVOK 23/19 Q1013 NOSIG RMK PP000
SPJC,2020-01-04 00:00,73.40,66.20,78.19,160.00,14.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 040000Z 16014KT CAVOK 23/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-04 01:00,73.40,66.20,78.19,160.00,14.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 040100Z 16014KT CAVOK 23/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-04 02:00,71.60,66.20,83.09,160.00,12.00,0.00,29.97,M,6.21,M,FEW,M,M,M,1900.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 040200Z 16012KT 9999 FEW019 22/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-04 03:00,71.60,66.20,83.09,160.00,11.00,0.00,29.97,M,6.21,M,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 040300Z 16011KT 9999 FEW026 22/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-04 04:00,71.60,68.00,88.43,160.00,12.00,0.00,30.00,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 040400Z 16012KT 9999 SCT040 22/20 Q1016 NOSIG RMK PP000
SPJC,2020-01-04 05:00,71.60,68.00,88.43,160.00,10.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,1300.00,1800.00,M,M,M,M,M,M,M,M,M,M,SPJC 040500Z 16010KT 9999 FEW013 BKN018 22/20 Q1015 NOSIG RMK PP000
SPJC,2020-01-04 06:00,71.60,68.00,88.43,160.00,9.00,0.00,29.94,M,6.21,M,BKN,M,M,M,2000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 040600Z 16009KT 9999 BKN020 22/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-04 07:00,71.60,68.00,88.43,170.00,7.00,0.00,29.91,M,6.21,M,FEW,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 040700Z 17007KT 9999 FEW040 22/20 Q1013 NOSIG RMK PP000
SPJC,2020-01-04 08:00,69.80,68.00,94.01,160.00,8.00,0.00,29.91,M,6.21,M,FEW,BKN,M,M,700.00,2100.00,M,M,M,M,M,M,M,M,M,M,SPJC 040800Z 16008KT 9999 FEW007 BKN021 21/20 Q1013 NOSIG RMK PP000
SPJC,2020-01-04 09:00,71.60,68.00,88.43,160.00,9.00,0.00,29.91,M,6.21,M,OVC,M,M,M,2100.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 040900Z 16009KT 9999 OVC021 22/20 Q1013 NOSIG RMK PP000
SPJC,2020-01-04 10:00,69.80,66.20,88.34,170.00,7.00,0.00,29.94,M,6.21,M,SCT,BKN,M,M,2100.00,3000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041000Z 17007KT 9999 SCT021 BKN030 21/19 Q1014 NOSIG RMK PP000
SPJC,2020-01-04 11:00,69.80,66.20,88.34,160.00,5.00,0.00,29.97,M,6.21,M,SCT,SCT,M,M,3000.00,13000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041100Z 16005KT 9999 SCT030 SCT130 21/19 Q1015 NOSIG RMK PP000
SPJC,2020-01-04 12:00,71.60,68.00,88.43,170.00,5.00,0.00,30.00,M,6.21,M,SCT,SCT,M,M,7000.00,13000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041200Z 17005KT 9999 SCT070 SCT130 22/20 Q1016 NOSIG RMK TN21.2 PP000
SPJC,2020-01-04 13:00,73.40,68.00,83.21,170.00,5.00,0.00,30.00,M,6.21,M,BKN,M,M,M,13000.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 041300Z 17005KT 150V210 9999 BKN130 23/20 Q1016 NOSIG RMK PP000
SPJC,2020-01-04 14:00,75.20,68.00,78.34,150.00,4.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,1600.00,13000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041400Z 15004KT 9999 FEW016 BKN130 24/20 Q1016 NOSIG RMK PP000
SPJC,2020-01-04 15:00,78.80,68.00,69.52,200.00,7.00,0.00,30.00,M,6.21,M,FEW,BKN,M,M,1600.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041500Z 20007KT 160V250 9999 FEW016 BKN230 26/20 Q1016 NOSIG RMK PP000
SPJC,2020-01-04 16:00,78.80,68.00,69.52,190.00,9.00,0.00,29.97,M,6.21,M,FEW,BKN,M,M,1800.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041600Z 19009KT 160V220 9999 FEW018 BKN230 26/20 Q1015 NOSIG RMK PP000
SPJC,2020-01-04 17:00,78.80,68.00,69.52,180.00,11.00,0.00,29.97,M,6.21,M,FEW,SCT,M,M,900.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041700Z 18011KT 150V210 9999 FEW009 SCT230 26/20 Q1015 NOSIG RMK PP000
SPJC,2020-01-04 18:00,77.00,68.00,73.78,170.00,12.00,0.00,29.97,M,6.21,M,FEW,SCT,M,M,1000.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041800Z 17012KT 9999 FEW010 SCT230 25/20 Q1015 NOSIG RMK PP000
SPJC,2020-01-04 19:00,77.00,68.00,73.78,180.00,12.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,1000.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 041900Z 18012KT 150V210 9999 FEW010 SCT230 25/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-04 20:00,75.20,68.00,78.34,170.00,10.00,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,SPJC 042000Z 17010KT CAVOK 24/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-04 21:00,75.20,68.00,78.34,180.00,9.00,0.00,29.94,M,6.21,M,FEW,SCT,M,M,800.00,23000.00,M,M,M,M,M,M,M,M,M,M,SPJC 042100Z 18009KT 9999 FEW008 SCT230 24/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-04 22:00,73.40,68.00,83.21,180.00,9.00,0.00,29.94,M,6.21,M,SCT,M,M,M,800.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 042200Z 18009KT 9999 SCT008 23/20 Q1014 NOSIG RMK TX26.5 PP000
SPJC,2020-01-04 23:00,71.60,68.00,88.43,180.00,8.00,0.00,29.94,M,6.21,M,BKN,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 042300Z 18008KT 9999 BKN007 22/20 Q1014 NOSIG RMK PP000
SPJC,2020-01-05 00:00,69.80,68.00,94.01,170.00,10.00,0.00,29.97,M,4.97,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 050000Z 17010KT 8000 OVC007 21/20 Q1015 NOSIG RMK PP000
SPJC,2020-01-05 01:00,71.60,68.00,88.43,160.00,9.00,0.00,29.97,M,6.21,M,BKN,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 050100Z 16009KT 9999 BKN007 22/20 Q1015 NOSIG RMK PP000
SPJC,2020-01-05 02:00,69.80,68.00,94.01,160.00,12.00,0.00,30.00,M,6.21,M,BKN,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 050200Z 16012KT 9999 BKN007 21/20 Q1016 NOSIG RMK PP000
SPJC,2020-01-05 03:00,71.60,68.00,88.43,160.00,12.00,0.00,30.00,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 050300Z 16012KT 9999 OVC007 22/20 Q1016 NOSIG RMK PP000
SPJC,2020-01-05 04:00,71.60,68.00,88.43,160.00,9.00,0.00,30.03,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 050400Z 16009KT 9999 OVC007 22/20 Q1017 NOSIG RMK PP000
SPJC,2020-01-05 05:00,69.80,68.00,94.01,160.00,10.00,0.00,30.00,M,6.21,M,OVC,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,M,SPJC 050500Z 16010KT 9999 OVC007 21/20 Q1016 NOSIG RMK PP000
