Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Lima,PM2.5 - Principal,2020-01-02 03:00 PM,2020,01,02,15,13.6,54,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 04:00 PM,2020,01,02,16,15.8,59,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 05:00 PM,2020,01,02,17,15.9,59,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 06:00 PM,2020,01,02,18,16.4,60,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 07:00 PM,2020,01,02,19,20.2,68,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 08:00 PM,2020,01,02,20,19.6,67,Moderate,19.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 09:00 PM,2020,01,02,21,24.8,78,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 10:00 PM,2020,01,02,22,26.4,81,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-02 11:00 PM,2020,01,02,23,23.2,74,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 12:00 AM,2020,01,03,00,18.6,65,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 01:00 AM,2020,01,03,01,14.8,57,Moderate,11.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 02:00 AM,2020,01,03,02,12.9,53,Moderate,11.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 03:00 AM,2020,01,03,03,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 04:00 AM,2020,01,03,04,11.7,49,Good,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 05:00 AM,2020,01,03,05,11.3,47,Good,11.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 06:00 AM,2020,01,03,06,12.1,51,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 07:00 AM,2020,01,03,07,14.5,56,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 08:00 AM,2020,01,03,08,16.2,60,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 09:00 AM,2020,01,03,09,19.1,66,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 10:00 AM,2020,01,03,10,16.5,60,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 11:00 AM,2020,01,03,11,17.7,63,Moderate,19.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 12:00 PM,2020,01,03,12,17.3,62,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 01:00 PM,2020,01,03,13,14.6,56,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 02:00 PM,2020,01,03,14,13.8,55,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 03:00 PM,2020,01,03,15,15.4,58,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 04:00 PM,2020,01,03,16,13.7,54,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 05:00 PM,2020,01,03,17,14.3,56,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 06:00 PM,2020,01,03,18,15.5,58,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 07:00 PM,2020,01,03,19,16.2,60,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 08:00 PM,2020,01,03,20,14.7,56,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 09:00 PM,2020,01,03,21,14.5,56,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 10:00 PM,2020,01,03,22,13.6,54,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-03 11:00 PM,2020,01,03,23,14.1,55,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 12:00 AM,2020,01,04,00,12.4,52,Moderate,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 01:00 AM,2020,01,04,01,11.4,48,Good,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 02:00 AM,2020,01,04,02,12.0,50,Good,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 03:00 AM,2020,01,04,03,14.0,55,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 04:00 AM,2020,01,04,04,12.4,52,Moderate,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 05:00 AM,2020,01,04,05,13.4,54,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 06:00 AM,2020,01,04,06,11.4,48,Good,9.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 07:00 AM,2020,01,04,07,12.1,51,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 08:00 AM,2020,01,04,08,14.4,56,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 09:00 AM,2020,01,04,09,17.2,62,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 10:00 AM,2020,01,04,10,16.6,60,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 11:00 AM,2020,01,04,11,18.3,64,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 12:00 PM,2020,01,04,12,15.6,58,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 01:00 PM,2020,01,04,13,15.3,58,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 02:00 PM,2020,01,04,14,14.6,56,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 03:00 PM,2020,01,04,15,16.3,60,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 04:00 PM,2020,01,04,16,14.6,56,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 05:00 PM,2020,01,04,17,15.3,58,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 06:00 PM,2020,01,04,18,14.5,56,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 07:00 PM,2020,01,04,19,16.4,60,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 08:00 PM,2020,01,04,20,19.4,66,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 09:00 PM,2020,01,04,21,23.0,74,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 10:00 PM,2020,01,04,22,23.5,75,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-04 11:00 PM,2020,01,04,23,23.7,75,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 12:00 AM,2020,01,05,00,25.3,79,Moderate,27.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 01:00 AM,2020,01,05,01,18.6,65,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 02:00 AM,2020,01,05,02,18.3,64,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 03:00 AM,2020,01,05,03,20.1,68,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 04:00 AM,2020,01,05,04,18.0,63,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 05:00 AM,2020,01,05,05,15.0,57,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 06:00 AM,2020,01,05,06,12.5,52,Moderate,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 07:00 AM,2020,01,05,07,11.2,47,Good,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 08:00 AM,2020,01,05,08,11.6,48,Good,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 09:00 AM,2020,01,05,09,12.8,52,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 10:00 AM,2020,01,05,10,14.4,56,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 11:00 AM,2020,01,05,11,13.2,53,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 12:00 PM,2020,01,05,12,13.5,54,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 01:00 PM,2020,01,05,13,13.2,53,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 02:00 PM,2020,01,05,14,11.6,48,Good,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 03:00 PM,2020,01,05,15,12.4,52,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 04:00 PM,2020,01,05,16,12.2,51,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 05:00 PM,2020,01,05,17,12.1,51,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 06:00 PM,2020,01,05,18,12.8,52,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 07:00 PM,2020,01,05,19,14.0,55,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 08:00 PM,2020,01,05,20,16.5,60,Moderate,19.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 09:00 PM,2020,01,05,21,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 10:00 PM,2020,01,05,22,17.3,62,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-05 11:00 PM,2020,01,05,23,16.7,61,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 12:00 AM,2020,01,06,00,14.4,56,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 01:00 AM,2020,01,06,01,12.3,51,Moderate,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 02:00 AM,2020,01,06,02,12.1,51,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 03:00 AM,2020,01,06,03,12.5,52,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 04:00 AM,2020,01,06,04,14.6,56,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 05:00 AM,2020,01,06,05,13.4,54,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 06:00 AM,2020,01,06,06,12.2,51,Moderate,11.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 07:00 AM,2020,01,06,07,12.1,51,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 08:00 AM,2020,01,06,08,16.0,59,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 09:00 AM,2020,01,06,09,18.0,63,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 10:00 AM,2020,01,06,10,18.5,64,Moderate,19.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 11:00 AM,2020,01,06,11,19.2,66,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 12:00 PM,2020,01,06,12,16.1,59,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 01:00 PM,2020,01,06,13,15.7,59,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 02:00 PM,2020,01,06,14,14.5,56,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 03:00 PM,2020,01,06,15,13.8,55,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 04:00 PM,2020,01,06,16,15.2,58,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 05:00 PM,2020,01,06,17,16.0,59,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 06:00 PM,2020,01,06,18,12.5,52,Moderate,9.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 07:00 PM,2020,01,06,19,13.7,54,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 08:00 PM,2020,01,06,20,12.8,52,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 09:00 PM,2020,01,06,21,16.4,60,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 10:00 PM,2020,01,06,22,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-06 11:00 PM,2020,01,06,23,15.3,58,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 12:00 AM,2020,01,07,00,15.1,57,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 01:00 AM,2020,01,07,01,13.5,54,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 02:00 AM,2020,01,07,02,13.2,53,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 03:00 AM,2020,01,07,03,12.6,52,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 04:00 AM,2020,01,07,04,10.8,45,Good,9.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 05:00 AM,2020,01,07,05,9.9,41,Good,9.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 06:00 AM,2020,01,07,06,11.9,50,Good,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 07:00 AM,2020,01,07,07,11.4,48,Good,11.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 08:00 AM,2020,01,07,08,11.2,47,Good,11.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 09:00 AM,2020,01,07,09,14.6,56,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 10:00 AM,2020,01,07,10,15.3,58,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 11:00 AM,2020,01,07,11,15.1,57,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 12:00 PM,2020,01,07,12,14.0,55,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 01:00 PM,2020,01,07,13,13.5,54,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 02:00 PM,2020,01,07,14,11.7,49,Good,10.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 03:00 PM,2020,01,07,15,10.3,43,Good,9.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 04:00 PM,2020,01,07,16,9.1,38,Good,8.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 05:00 PM,2020,01,07,17,7.5,31,Good,6.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 06:00 PM,2020,01,07,18,11.7,49,Good,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 07:00 PM,2020,01,07,19,11.8,49,Good,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 08:00 PM,2020,01,07,20,11.9,50,Good,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 09:00 PM,2020,01,07,21,12.9,53,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 10:00 PM,2020,01,07,22,15.4,58,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-07 11:00 PM,2020,01,07,23,15.2,58,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 12:00 AM,2020,01,08,00,18.1,64,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 01:00 AM,2020,01,08,01,19.5,67,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 02:00 AM,2020,01,08,02,21.7,71,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 03:00 AM,2020,01,08,03,19.8,67,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 04:00 AM,2020,01,08,04,15.9,59,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 05:00 AM,2020,01,08,05,13.9,55,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 06:00 AM,2020,01,08,06,14.9,57,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 07:00 AM,2020,01,08,07,16.4,60,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 08:00 AM,2020,01,08,08,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 09:00 AM,2020,01,08,09,17.3,62,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 10:00 AM,2020,01,08,10,15.6,58,Moderate,14.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 11:00 AM,2020,01,08,11,15.3,58,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 12:00 PM,2020,01,08,12,15.1,57,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 01:00 PM,2020,01,08,13,15.0,57,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 02:00 PM,2020,01,08,14,14.4,56,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 03:00 PM,2020,01,08,15,13.6,54,Moderate,12.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 04:00 PM,2020,01,08,16,14.4,56,Moderate,16.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 05:00 PM,2020,01,08,17,14.6,56,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 06:00 PM,2020,01,08,18,15.7,59,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 07:00 PM,2020,01,08,19,17.0,61,Moderate,19.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 08:00 PM,2020,01,08,20,16.2,60,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 09:00 PM,2020,01,08,21,15.0,57,Moderate,13.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 10:00 PM,2020,01,08,22,11.3,47,Good,8.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-08 11:00 PM,2020,01,08,23,10.1,42,Good,9.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-09 12:00 AM,2020,01,09,00,15.0,57,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-09 01:00 AM,2020,01,09,01,15.0,57,Moderate,-999.0,UG/M3,1 Hr,Missing
Lima,PM2.5 - Principal,2020-01-09 02:00 AM,2020,01,09,02,15.0,57,Moderate,-999.0,UG/M3,1 Hr,Missing
Lima,PM2.5 - Principal,2020-01-09 03:00 AM,2020,01,09,03,15.0,57,Moderate,-999.0,UG/M3,1 Hr,Missing
Lima,PM2.5 - Principal,2020-01-09 04:00 AM,2020,01,09,04,15.0,57,Moderate,-999.0,UG/M3,1 Hr,Missing
Lima,PM2.5 - Principal,2020-01-09 09:00 AM,2020,01,09,09,-999.0,-999,N/A,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-09 10:00 AM,2020,01,09,10,18.9,65,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-09 11:00 AM,2020,01,09,11,19.1,66,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-09 12:00 PM,2020,01,09,12,19.4,66,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-01-09 01:00 PM,2020,01,09,13,13.1,53,Moderate,7.0,UG/M3,1 Hr,Valid
