Site,Parameter,Date..LT.,Year,Month,Day,Hour,NowCast.Conc.,AQI,AQI.Category,Raw.Conc.,Conc..Unit,Duration,QC.Name
Lima,PM2.5 - Principal,2019-03-02 03:00 AM,2019,3,2,3,14.1,55,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 04:00 AM,2019,3,2,4,12.5,52,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 05:00 AM,2019,3,2,5,13.3,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 06:00 AM,2019,3,2,6,14.1,55,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 07:00 AM,2019,3,2,7,15.5,58,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 08:00 AM,2019,3,2,8,16.2,60,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 09:00 AM,2019,3,2,9,21.6,71,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 10:00 AM,2019,3,2,10,24.3,77,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 11:00 AM,2019,3,2,11,19.1,66,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 12:00 PM,2019,3,2,12,15.5,58,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 01:00 PM,2019,3,2,13,11.2,47,Good,7,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 02:00 PM,2019,3,2,14,10.1,42,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 03:00 PM,2019,3,2,15,9.5,40,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 04:00 PM,2019,3,2,16,9.7,40,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 05:00 PM,2019,3,2,17,9.8,41,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 06:00 PM,2019,3,2,18,13.9,55,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 07:00 PM,2019,3,2,19,9.9,41,Good,6,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 08:00 PM,2019,3,2,20,9.9,41,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 09:00 PM,2019,3,2,21,7.9,33,Good,6,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 10:00 PM,2019,3,2,22,7.9,33,Good,8,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-02 11:00 PM,2019,3,2,23,18.9,65,Moderate,30,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 12:00 AM,2019,3,3,0,15.9,59,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 01:00 AM,2019,3,3,1,13.5,54,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 02:00 AM,2019,3,3,2,16.2,60,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 03:00 AM,2019,3,3,3,11.6,48,Good,7,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 04:00 AM,2019,3,3,4,10.3,43,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 05:00 AM,2019,3,3,5,11.1,46,Good,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 06:00 AM,2019,3,3,6,13,53,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 07:00 AM,2019,3,3,7,12,50,Good,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 08:00 AM,2019,3,3,8,12.5,52,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 09:00 AM,2019,3,3,9,12.7,52,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 10:00 AM,2019,3,3,10,15.3,58,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 11:00 AM,2019,3,3,11,13.6,54,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 12:00 PM,2019,3,3,12,11.3,47,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 01:00 PM,2019,3,3,13,14.6,56,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 02:00 PM,2019,3,3,14,9.3,39,Good,4,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 03:00 PM,2019,3,3,15,8.1,34,Good,7,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 04:00 PM,2019,3,3,16,7,29,Good,6,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 05:00 PM,2019,3,3,17,8.5,35,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 06:00 PM,2019,3,3,18,10.2,43,Good,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 07:00 PM,2019,3,3,19,13.1,53,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 08:00 PM,2019,3,3,20,14,55,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 09:00 PM,2019,3,3,21,15.5,58,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 10:00 PM,2019,3,3,22,16.7,61,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-03 11:00 PM,2019,3,3,23,17.3,62,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 12:00 AM,2019,3,4,0,14.6,56,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 01:00 AM,2019,3,4,1,16.8,61,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 02:00 AM,2019,3,4,2,17.9,63,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 03:00 AM,2019,3,4,3,13.9,55,Moderate,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 04:00 AM,2019,3,4,4,9.9,41,Good,6,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 05:00 AM,2019,3,4,5,9.4,39,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 06:00 AM,2019,3,4,6,10.2,43,Good,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 07:00 AM,2019,3,4,7,10.1,42,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 08:00 AM,2019,3,4,8,10.5,44,Good,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 09:00 AM,2019,3,4,9,15.7,59,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 10:00 AM,2019,3,4,10,21.3,70,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 11:00 AM,2019,3,4,11,20.6,69,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 12:00 PM,2019,3,4,12,16.3,60,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 01:00 PM,2019,3,4,13,14.1,55,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 02:00 PM,2019,3,4,14,10.5,44,Good,7,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 03:00 PM,2019,3,4,15,8.7,36,Good,7,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 05:00 PM,2019,3,4,17,13.5,54,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 06:00 PM,2019,3,4,18,15.5,58,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 07:00 PM,2019,3,4,19,20,68,Moderate,24,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 08:00 PM,2019,3,4,20,23.6,75,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 09:00 PM,2019,3,4,21,29.9,88,Moderate,36,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 10:00 PM,2019,3,4,22,26.4,81,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-04 11:00 PM,2019,3,4,23,24.7,77,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 12:00 AM,2019,3,5,0,29.8,88,Moderate,35,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 01:00 AM,2019,3,5,1,24.9,78,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 02:00 AM,2019,3,5,2,21.9,72,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 03:00 AM,2019,3,5,3,18.9,65,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 04:00 AM,2019,3,5,4,14.4,56,Moderate,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 05:00 AM,2019,3,5,5,11.7,49,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 06:00 AM,2019,3,5,6,9.3,39,Good,7,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 07:00 AM,2019,3,5,7,9.1,38,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 08:00 AM,2019,3,5,8,12.5,52,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 09:00 AM,2019,3,5,9,16.2,60,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 10:00 AM,2019,3,5,10,18.1,64,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 11:00 AM,2019,3,5,11,20,68,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 12:00 PM,2019,3,5,12,22,72,Moderate,24,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 01:00 PM,2019,3,5,13,20,68,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 02:00 PM,2019,3,5,14,14.5,56,Moderate,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 03:00 PM,2019,3,5,15,10.2,43,Good,6,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 04:00 PM,2019,3,5,16,9.1,38,Good,8,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 05:00 PM,2019,3,5,17,10.5,44,Good,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 06:00 PM,2019,3,5,18,13.2,53,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 07:00 PM,2019,3,5,19,15.1,57,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 08:00 PM,2019,3,5,20,15.5,58,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 09:00 PM,2019,3,5,21,17.7,63,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 10:00 PM,2019,3,5,22,17.8,63,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-05 11:00 PM,2019,3,5,23,19.4,66,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 12:00 AM,2019,3,6,0,18.7,65,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 01:00 AM,2019,3,6,1,19.3,66,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 02:00 AM,2019,3,6,2,17.6,63,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 03:00 AM,2019,3,6,3,14.3,56,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 04:00 AM,2019,3,6,4,16.1,59,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 05:00 AM,2019,3,6,5,14.6,56,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 06:00 AM,2019,3,6,6,12.9,53,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 07:00 AM,2019,3,6,7,12.4,52,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 08:00 AM,2019,3,6,8,12.7,52,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 09:00 AM,2019,3,6,9,15.2,58,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 10:00 AM,2019,3,6,10,29.1,87,Moderate,43,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 11:00 AM,2019,3,6,11,26,80,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 12:00 PM,2019,3,6,12,21.5,71,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 01:00 PM,2019,3,6,13,20.2,68,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 02:00 PM,2019,3,6,14,21.6,71,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 03:00 PM,2019,3,6,15,21.3,70,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 04:00 PM,2019,3,6,16,19.1,66,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 05:00 PM,2019,3,6,17,16.5,60,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 06:00 PM,2019,3,6,18,19.2,66,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 07:00 PM,2019,3,6,19,25.1,78,Moderate,31,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 08:00 PM,2019,3,6,20,25.5,79,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 09:00 PM,2019,3,6,21,26.7,82,Moderate,28,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 10:00 PM,2019,3,6,22,28.8,86,Moderate,31,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-06 11:00 PM,2019,3,6,23,30.9,91,Moderate,33,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 12:00 AM,2019,3,7,0,31.9,93,Moderate,33,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 01:00 AM,2019,3,7,1,35.4,100,Moderate,39,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 02:00 AM,2019,3,7,2,23.7,75,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 03:00 AM,2019,3,7,3,17.8,63,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 04:00 AM,2019,3,7,4,13.9,55,Moderate,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 05:00 AM,2019,3,7,5,13.4,54,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 06:00 AM,2019,3,7,6,17.2,62,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 07:00 AM,2019,3,7,7,18.1,64,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 08:00 AM,2019,3,7,8,15,57,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 09:00 AM,2019,3,7,9,19.5,67,Moderate,24,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 10:00 AM,2019,3,7,10,25.7,80,Moderate,32,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 11:00 AM,2019,3,7,11,26.3,81,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 12:00 PM,2019,3,7,12,24.1,76,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 01:00 PM,2019,3,7,13,27,82,Moderate,30,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 02:00 PM,2019,3,7,14,27.5,83,Moderate,28,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 03:00 PM,2019,3,7,15,23.7,75,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 04:00 PM,2019,3,7,16,19.8,67,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 05:00 PM,2019,3,7,17,19.9,67,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 06:00 PM,2019,3,7,18,18.9,65,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 07:00 PM,2019,3,7,19,23.9,76,Moderate,29,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 08:00 PM,2019,3,7,20,23.9,76,Moderate,24,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 09:00 PM,2019,3,7,21,24.9,78,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 10:00 PM,2019,3,7,22,23.5,75,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-07 11:00 PM,2019,3,7,23,24.2,76,Moderate,25,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 12:00 AM,2019,3,8,0,22.7,73,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 01:00 AM,2019,3,8,1,21,70,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 02:00 AM,2019,3,8,2,19.2,66,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 03:00 AM,2019,3,8,3,15.9,59,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 04:00 AM,2019,3,8,4,15.9,59,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 05:00 AM,2019,3,8,5,13.4,54,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 06:00 AM,2019,3,8,6,16.2,60,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 07:00 AM,2019,3,8,7,17.6,63,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 08:00 AM,2019,3,8,8,26.3,81,Moderate,35,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 09:00 AM,2019,3,8,9,34.6,98,Moderate,43,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 10:00 AM,2019,3,8,10,40.8,114,Unhealthy for Sensitive Groups,47,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 11:00 AM,2019,3,8,11,35.9,102,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 12:00 PM,2019,3,8,12,26.9,82,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 01:00 PM,2019,3,8,13,20.9,70,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 02:00 PM,2019,3,8,14,18.9,65,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 03:00 PM,2019,3,8,15,16.4,60,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 04:00 PM,2019,3,8,16,16.7,61,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 05:00 PM,2019,3,8,17,19.8,67,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 06:00 PM,2019,3,8,18,22.9,74,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 07:00 PM,2019,3,8,19,20.4,68,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 08:00 PM,2019,3,8,20,18.7,65,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 09:00 PM,2019,3,8,21,22.8,74,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 10:00 PM,2019,3,8,22,23.9,76,Moderate,25,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-08 11:00 PM,2019,3,8,23,25.3,79,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 12:00 AM,2019,3,9,0,27.2,83,Moderate,29,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 01:00 AM,2019,3,9,1,24.1,76,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 02:00 AM,2019,3,9,2,18,63,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 03:00 AM,2019,3,9,3,14.5,56,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 04:00 AM,2019,3,9,4,14.7,56,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 05:00 AM,2019,3,9,5,24.3,77,Moderate,34,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 06:00 AM,2019,3,9,6,25.6,79,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 07:00 AM,2019,3,9,7,20.3,68,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 08:00 AM,2019,3,9,8,18.6,65,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 09:00 AM,2019,3,9,9,18.3,64,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 10:00 AM,2019,3,9,10,18.6,65,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 11:00 AM,2019,3,9,11,22.3,72,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 12:00 PM,2019,3,9,12,24.1,76,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 01:00 PM,2019,3,9,13,23,74,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 02:00 PM,2019,3,9,14,19.5,67,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2019-03-09 03:00 PM,2019,3,9,15,17.2,62,Moderate,15,UG/M3,1 Hr,Valid
